Gene Name,Resistance Group,Set Effect,Effect,Resistance Profile,PID Threshold,Coverage Threshold,Source
blaCTX-M-47_1_AY847143 ,blaCTX-M-47_1_AY847143 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-48_1_AY847144 ,blaCTX-M-48_1_AY847144 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-49_1_AY847145 ,blaCTX-M-49_1_AY847145 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-50_1_AY847146 ,blaCTX-M-50_1_AY847146 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-51_1_DQ211987 ,blaCTX-M-51_1_DQ211987 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-52_1_GU125667 ,blaCTX-M-52_1_GU125667 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-53_1_DQ268764 ,blaCTX-M-53_1_DQ268764 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-54_1_DQ303459 ,blaCTX-M-54_1_DQ303459 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-55_2_GQ456159 ,blaCTX-M-55_2_GQ456159 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-56_1_EF374097 ,blaCTX-M-56_1_EF374097 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-58_1_EF210159 ,blaCTX-M-58_1_EF210159 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-59_1_EU622856 ,blaCTX-M-59_1_EU622856 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-60_1_AM411407 ,blaCTX-M-60_1_AM411407 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-61_1_EF219142 ,blaCTX-M-61_1_EF219142 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-62_1_EF219134 ,blaCTX-M-62_1_EF219134 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-63_1_EU660216 ,blaCTX-M-63_1_EU660216 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-64_1_GQ456156 ,blaCTX-M-64_1_GQ456156 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-65_2_GQ456158 ,blaCTX-M-65_2_GQ456158 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-65_11_FJ907380 ,blaCTX-M-65_11_FJ907380 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-66_1_EF576988 ,blaCTX-M-66_1_EF576988 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-67_1_EF581888 ,blaCTX-M-67_1_EF581888 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-68_1_EU177100 ,blaCTX-M-68_1_EU177100 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-69_1_EU402393 ,blaCTX-M-69_1_EU402393 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-71_1_FJ815436 ,blaCTX-M-71_1_FJ815436 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-72_1_AY847148 ,blaCTX-M-72_1_AY847148 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-74_1_GQ149243 ,blaCTX-M-74_1_GQ149243 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-75_1_GQ149244 ,blaCTX-M-75_1_GQ149244 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-76_1_AM982520 ,blaCTX-M-76_1_AM982520 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-77_1_AM982521 ,blaCTX-M-77_1_AM982521 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-78_1_AM982522 ,blaCTX-M-78_1_AM982522 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-79_1_GU125666 ,blaCTX-M-79_1_GU125666 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-80_1_EU202673 ,blaCTX-M-80_1_EU202673 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-81_1_EU136031 ,blaCTX-M-81_1_EU136031 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-82_1_DQ256091 ,blaCTX-M-82_1_DQ256091 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-83_1_FJ214366 ,blaCTX-M-83_1_FJ214366 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-84_1_FJ214367 ,blaCTX-M-84_1_FJ214367 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-85_1_FJ214368 ,blaCTX-M-85_1_FJ214368 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-86_1_FJ214369 ,blaCTX-M-86_1_FJ214369 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-87_1_EU545409 ,blaCTX-M-87_1_EU545409 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-88_1_FJ873739 ,blaCTX-M-88_1_FJ873739 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-89_1_FJ966096 ,blaCTX-M-89_1_FJ966096 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-89_2_FJ971899 ,blaCTX-M-89_2_FJ971899 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-90_1_FJ907381 ,blaCTX-M-90_1_FJ907381 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-91_1_GQ870432 ,blaCTX-M-91_1_GQ870432 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-92_1_GU127598 ,blaCTX-M-92_1_GU127598 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-93_1_HQ166709 ,blaCTX-M-93_1_HQ166709 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-94_1_HM167760 ,blaCTX-M-94_1_HM167760 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-95_1_FN813245 ,blaCTX-M-95_1_FN813245 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-96_1_AJ704396 ,blaCTX-M-96_1_AJ704396 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-97_1_HM776707 ,blaCTX-M-97_1_HM776707 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-98_1_HM755448 ,blaCTX-M-98_1_HM755448 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-99_1_HM803271 ,blaCTX-M-99_1_HM803271 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-100_1_FR682582 ,blaCTX-M-100_1_FR682582 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-101_1_HQ398214 ,blaCTX-M-101_1_HQ398214 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-102_1_HQ398215 ,blaCTX-M-102_1_HQ398215 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-103_1_HG423149 ,blaCTX-M-103_1_HG423149 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-104_1_HQ833652 ,blaCTX-M-104_1_HQ833652 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-105_1_HQ833651 ,blaCTX-M-105_1_HQ833651 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-106_1_HQ913565 ,blaCTX-M-106_1_HQ913565 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-110_1_JF274242 ,blaCTX-M-110_1_JF274242 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-111_1_JF274243 ,blaCTX-M-111_1_JF274243 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-112_1_JF274246 ,blaCTX-M-112_1_JF274246 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-113_1_JF274247 ,blaCTX-M-113_1_JF274247 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-114_1_GQ351346 ,blaCTX-M-114_1_GQ351346 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-116_1_JF966749 ,blaCTX-M-116_1_JF966749 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-117_1_JN227085 ,blaCTX-M-117_1_JN227085 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-121_1_JN790862 ,blaCTX-M-121_1_JN790862 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-123_1_JN790864 ,blaCTX-M-123_1_JN790864 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-124_1_JQ429324 ,blaCTX-M-124_1_JQ429324 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-125_1_JQ724542 ,blaCTX-M-125_1_JQ724542 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-126_1_AB703103 ,blaCTX-M-126_1_AB703103 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-129_1_JX017364 ,blaCTX-M-129_1_JX017364 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-130_1_JX017365 ,blaCTX-M-130_1_JX017365 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-131_1_JN969893 ,blaCTX-M-131_1_JN969893 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-132_1_JX313020 ,blaCTX-M-132_1_JX313020 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-134_1_JX896165 ,blaCTX-M-134_1_JX896165 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-136_1_KC351754 ,blaCTX-M-136_1_KC351754 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-139_1_KC107824 ,blaCTX-M-139_1_KC107824 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-142_1_KF240809 ,blaCTX-M-142_1_KF240809 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-147_1_KF513180 ,blaCTX-M-147_1_KF513180 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaDHA-1_1_Y16410 ,blaDHA-1_1_Y16410 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaDHA-2_1_AF259520 ,blaDHA-2_1_AF259520 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaDHA-3_1_AY494945 ,blaDHA-3_1_AY494945 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaDHA-5_1_JF273491 ,blaDHA-5_1_JF273491 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaDHA-6_1_HQ322612 ,blaDHA-6_1_HQ322612 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaDHA-7_1_HQ456945 ,blaDHA-7_1_HQ456945 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFONA-6_1_AJ251244 ,blaFONA-6_1_AJ251244 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFONA-5_1_AJ251243 ,blaFONA-5_1_AJ251243 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFONA-4_1_AJ251242 ,blaFONA-4_1_AJ251242 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFONA-3_1_AJ251241 ,blaFONA-3_1_AJ251241 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFONA-2_1_AJ251240 ,blaFONA-2_1_AJ251240 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFONA-1_1_AJ251239 ,blaFONA-1_1_AJ251239 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFOX-1_1_X77455 ,blaFOX-1_1_X77455 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFOX-2_1_Y10282 ,blaFOX-2_1_Y10282 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFOX-3_1_Y11068 ,blaFOX-3_1_Y11068 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFOX-4_1_AJ277535 ,blaFOX-4_1_AJ277535 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFOX-5_1_AY007369 ,blaFOX-5_1_AY007369 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFOX-6_1_AY034848 ,blaFOX-6_1_AY034848 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFOX-7_1_AJ703796 ,blaFOX-7_1_AJ703796 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFOX-8_1_HM565917 ,blaFOX-8_1_HM565917 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFOX-9_1_JF896803 ,blaFOX-9_1_JF896803 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaFOX-10_1_JX049131 ,blaFOX-10_1_JX049131 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-1_1_EF394442 ,blaGOB-1_1_EF394442 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-1_2_AF090141 ,blaGOB-1_2_AF090141 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-2_1_AF189296 ,blaGOB-2_1_AF189296 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-3_1_AF189291 ,blaGOB-3_1_AF189291 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-4_1_AF189293 ,blaGOB-4_1_AF189293 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-5_1_AF189290 ,blaGOB-5_1_AF189290 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-6_1_AF189292 ,blaGOB-6_1_AF189292 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-7_1_AF189297 ,blaGOB-7_1_AF189297 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-8_1_AY348327 ,blaGOB-8_1_AY348327 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-9_1_AY647246 ,blaGOB-9_1_AY647246 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-10_1_AY647247 ,blaGOB-10_1_AY647247 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-11_1_AY647248 ,blaGOB-11_1_AY647248 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-12_1_AY647249 ,blaGOB-12_1_AY647249 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-13_1_AY647251 ,blaGOB-13_1_AY647251 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-14_1_AY647252 ,blaGOB-14_1_AY647252 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-15_1_AY775547 ,blaGOB-15_1_AY775547 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-16_1_GU188443 ,blaGOB-16_1_GU188443 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-16_2_AY899331 ,blaGOB-16_2_AY899331 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-17_1_AY899332 ,blaGOB-17_1_AY899332 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaGOB-18_1_DQ004496 ,blaGOB-18_1_DQ004496 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaHERA-1_1_AF311385 ,blaHERA-1_1_AF311385 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaHERA-2_1_AF398334 ,blaHERA-2_1_AF398334 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaHERA-3_1_AF398335 ,blaHERA-3_1_AF398335 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaHERA-4_1_AJ536088 ,blaHERA-4_1_AJ536088 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaHERA-5_1_AJ536089 ,blaHERA-5_1_AJ536089 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaHERA-6_1_AJ536090 ,blaHERA-6_1_AJ536090 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaHERA-8_1_AJ536092 ,blaHERA-8_1_AJ536092 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-1_1_AF099139 ,blaIND-1_1_AF099139 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-2_2_AF219127 ,blaIND-2_2_AF219127 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-2a_4_AF219130 ,blaIND-2a_4_AF219130 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-2b_3_EF672681 ,blaIND-2b_3_EF672681 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-2c_1_GU186042 ,blaIND-2c_1_GU186042 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-3_1_AF219131 ,blaIND-3_1_AF219131 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-4_1_AF219135 ,blaIND-4_1_AF219135 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-5_1_AY504627 ,blaIND-5_1_AY504627 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-6_1_AM087455 ,blaIND-6_1_AM087455 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-7_1_AB529520 ,blaIND-7_1_AB529520 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-8_1_GU186044 ,blaIND-8_1_GU186044 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-9_1_GU186045 ,blaIND-9_1_GU186045 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-10_1_GU206353 ,blaIND-10_1_GU206353 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-11_1_HM245379 ,blaIND-11_1_HM245379 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-12_1_HM245380 ,blaIND-12_1_HM245380 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-14_1_HM367709 ,blaIND-14_1_HM367709 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaIND-15_1_AB563173 ,blaIND-15_1_AB563173 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-1_1_AF297554 ,blaKPC-1_1_AF297554 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-2_1_AY034847 ,blaKPC-2_1_AY034847 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-3_1_HM769262 ,blaKPC-3_1_HM769262 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-4_1_FJ473382 ,blaKPC-4_1_FJ473382 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-5_1_EU400222 ,blaKPC-5_1_EU400222 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-6_1_EU555534 ,blaKPC-6_1_EU555534 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-7_1_EU729727 ,blaKPC-7_1_EU729727 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-8_1_FJ234412 ,blaKPC-8_1_FJ234412 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-9_1_FJ624872 ,blaKPC-9_1_FJ624872 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-10_1_GQ140348 ,blaKPC-10_1_GQ140348 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-11_1_HM066995 ,blaKPC-11_1_HM066995 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-12_1_HQ342889 ,blaKPC-12_1_HQ342889 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-13_1_HQ342890 ,blaKPC-13_1_HQ342890 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-14_1_JX524191 ,blaKPC-14_1_JX524191 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-15_1_KC433553 ,blaKPC-15_1_KC433553 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaKPC-16_1_KC465199 ,blaKPC-16_1_KC465199 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN1_1_X04515 ,blaLEN1_1_X04515 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN2_1_AY037780 ,blaLEN2_1_AY037780 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN3_1_AY130286 ,blaLEN3_1_AY130286 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN4_1_AY130287 ,blaLEN4_1_AY130287 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN5_1_AY633109 ,blaLEN5_1_AY633109 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN7_1_AJ635425 ,blaLEN7_1_AJ635425 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN8_1_AJ635424 ,blaLEN8_1_AJ635424 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN9_1_AJ635405 ,blaLEN9_1_AJ635405 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN10_1_AJ635419 ,blaLEN10_1_AJ635419 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN12_1_AJ635406 ,blaLEN12_1_AJ635406 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN13_1_AJ635403 ,blaLEN13_1_AJ635403 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN15_1_AF452105 ,blaLEN15_1_AF452105 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN16_1_AY743416 ,blaLEN16_1_AY743416 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN17_1_EF205593 ,blaLEN17_1_EF205593 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN18_1_AM850908 ,blaLEN18_1_AM850908 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN19_1_AM850909 ,blaLEN19_1_AM850909 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN20_1_AM850910 ,blaLEN20_1_AM850910 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN21_1_AM850911 ,blaLEN21_1_AM850911 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN22_1_AM850912 ,blaLEN22_1_AM850912 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN23_1_AM850913 ,blaLEN23_1_AM850913 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN24_1_AM850914 ,blaLEN24_1_AM850914 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN25_1_HQ709169 ,blaLEN25_1_HQ709169 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaLEN26_1_JQ067123 ,blaLEN26_1_JQ067123 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaMAL-1_1_AJ277209 ,blaMAL-1_1_AJ277209 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaMAL-1_2_AJ609506 ,blaMAL-1_2_AJ609506 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaMIR-1_1_M37839 ,blaMIR-1_1_M37839 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
